isocode	concept	form	wordLength	longestClusterLength	vowConsRatio
kca	LEARN	utaɬtɪtɪ	8	2	1.0
kca	KNOW (SOMETHING)	ujttɪ	4	2	1.0
kca	REMEMBER	numɬmattɪ	8	3	0.6153846153846154
kca	FORGET	jorəmatɪ	8	1	1.0
kca	MEASURE	merattɪ	6	1	1.0
kca	MEASURE	mortaɬatɪ	9	2	0.8076923076923077
kca	COUNT	ɬuŋattɪ	6	1	1.0
kca	CALCULATE	ɬunattɪ	6	1	1.0
kca	READ	ɬunattɪ	6	1	1.0
kca	PAINTING	χor wʲertɪ	9	2	0.6153846153846154
kca	WRITE	χanʃtɪ	5	1	1.0
kca	OWN	tajtɪ	5	2	0.6875
kca	BUY	ɬuttɪ	4	1	1.0
kca	SELL	tɪnɪtɪ	6	1	1.0
kca	COUNT	soχaptatɪ	9	2	0.8076923076923077
kca	RULE	tajtɪ	5	2	0.6875
kca	ENDURE	paktɪ	5	2	0.6875
mns	EYE	sam	3	1	0.5454545454545454
mns	EAR	paʎ	3	1	0.5454545454545454
mns	NOSE	ɲol	3	1	0.5454545454545454
mns	MOUTH	suːp	3	1	0.5454545454545454
mns	TOOTH	puŋk	4	2	0.37499999999999994
mns	TONGUE	ɲelm	4	2	0.37499999999999994
mns	LIP	tomp	4	2	0.37499999999999994
mns	LIP	pitʲmi	5	2	0.6875
mns	CHEEK	paːjt	4	3	0.0625
mns	FACE	wiːʎt	4	2	0.37499999999999994
mns	FOREHEAD	wiːʎtjat	7	3	0.4230769230769231
mns	HAIR	aːt	2	1	0.16666666666666669
mns	MOUSTACHE	tus	3	1	0.5454545454545454
mns	BEARD	tus	3	1	0.5454545454545454
mns	CHIN	ɤːŋɪn	4	1	0.5454545454545454
mns	JAW	ulɪsʲ	4	1	1.0
mns	THROAT	tur	3	1	0.5454545454545454
mns	NECK	sɪpluw	6	2	0.5238095238095238
mns	NAPE (OF NECK)	sʲopri	5	2	0.6875
mns	HEAD	puŋk	4	2	0.37499999999999994
mns	BACK	sɪs	3	1	0.5454545454545454
mns	BELLY	puki	4	1	1.0
mns	NAVEL	pukni	5	2	0.6875
mns	BREAST	maːɣɪl	5	2	0.37499999999999994
mns	CHEST	maːɣɪl	5	2	0.37499999999999994
mns	SHOULDER	waːŋɪn	5	2	0.37499999999999994
mns	ARM	kaːt	3	2	0.09090909090909091
mns	ELBOW	konɪluwoːwɪl	11	1	0.8387096774193549
mns	HAND	kat	3	1	0.5454545454545454
mns	HAND	katpatta	7	2	0.7619047619047619
mns	PALM OF HAND	kaːtpatta	7	3	0.5238095238095238
mns	FINGER	tuʎoːwɪl	7	1	0.7619047619047619
mns	FINGERNAIL	kosker	6	2	0.5238095238095238
mns	FINGERNAIL OR TOENAIL	kons	3	2	0.37499999999999994
mns	TOE	tuʎoːwɪl	7	1	0.7619047619047619
mns	FOOT	laːɣɪl	5	2	0.37499999999999994
mns	HEEL	junɣa	5	2	0.6875
mns	KNEE	saːnspuŋk	7	4	0.1935483870967742
mns	THIGH	pesʲ	3	1	0.5454545454545454
mns	LEG	laːɣɪl	5	2	0.37499999999999994
mns	BODY	alpi	4	2	1.0
mns	SKIN	noːwim saw	9	2	0.6153846153846154
mns	BLOOD	keːlup	5	2	0.37499999999999994
mns	VEIN	keːlptaːrs	7	6	0.03225806451612903
mns	TENDON	taːn	3	2	0.09090909090909091
mns	BONE	luw	3	1	0.5454545454545454
mns	BRAIN	walm	4	2	0.37499999999999994
mns	HEART	sɪm	3	1	0.5454545454545454
mns	STOMACH	sorɪɣ	5	1	0.6875
mns	LIVER	maːjt	4	3	0.0625
mns	BREATH	lɪltɪl	6	2	0.5238095238095238
mns	BREATH	liltup	6	2	0.5238095238095238
mns	HUNGER	tɤːtaːl sawatpi	13	4	0.4444444444444445
mns	TEAR (OF EYE)	samwit	5	1	1.0
mns	TASTE	at	2	1	1.0
mns	SLEEP (STATE)	uːlum	4	1	1.0
mns	DREAM	uːlum	4	1	1.0
mns	SKY	toːrum	5	1	0.6875
mns	SUN	χotal	5	1	0.6875
mns	MOON	ɤːtpos	5	2	0.37499999999999994
mns	STAR	sow	3	1	0.5454545454545454
mns	AIR	lɪlɪjɤːp	7	2	0.5238095238095238
mns	WIND	woːt	3	1	0.5454545454545454
mns	WAVE	χump	4	2	0.37499999999999994
mns	WATER	wit	3	1	0.5454545454545454
mns	ROCK	aχʷtas	5	1	1.0
mns	GROUND	maː	2	1	0.16666666666666669
mns	EARTH (SOIL)	maː	2	1	0.16666666666666669
mns	DUST	porɪs	5	1	0.6875
mns	SMOKE (EXHAUST)	posɪm	5	1	0.6875
mns	SPARK	sultum	6	2	0.5238095238095238
mns	FIRE	naːj	3	2	0.09090909090909091
mns	LIGHT (RADIATION)	pos	3	1	0.5454545454545454
mns	SHADE	isχor	5	2	0.6875
mns	WEATHER	χoːtal matχuripatə	17	2	0.782608695652174
mns	FOG	sɤːŋkʷ	4	2	0.09090909090909091
mns	CLOUD	tul	3	1	0.5454545454545454
mns	RAIN (PRECIPITATION)	rakʷ	3	1	1.0
mns	SNOW	tuːjt	4	2	0.37499999999999994
mns	ICE	jaːŋk	4	3	0.0625
mns	FROST	asirma	6	2	1.0
mns	COLD (CHILL)	asirma	6	2	1.0
mns	HEAT	reɣ	3	1	0.5454545454545454
mns	HOARFROST	poːʎ	3	1	0.5454545454545454
mns	HOARFROST	χol	3	1	0.5454545454545454
mns	RAINBOW	ɲulɪ kis	8	1	0.7619047619047619
mns	THUNDER	sʲaχɪl kurɣil	12	2	0.5833333333333334
mns	CURRENT (STREAM)	ow	2	1	1.0
mns	FOAM	ɲeːr	3	2	0.09090909090909091
mns	DIRT	paːŋk	4	3	0.0625
mns	LAKE	tuːr	3	1	0.5454545454545454
mns	SWAMP	kelɪɣ	5	1	0.6875
mns	MOORLAND	ɲaːr	3	2	0.09090909090909091
mns	PASTURE	pumkan	6	2	0.5238095238095238
mns	FOREST	woːr	3	1	0.5454545454545454
mns	HILL	sɪp uram	8	1	0.7619047619047619
mns	ELEVATION	uram	4	1	1.0
mns	MOUNTAIN	ur	2	1	1.0
mns	MOUNTAIN	ɲoːr	3	1	0.5454545454545454
mns	SUMMIT	taʎaχ	5	1	0.6875
mns	CAVE	maː kiːwɪr kursʲep	14	2	0.5833333333333334
mns	PRECIPICE	χolmil	6	2	0.5238095238095238
mns	SPRING (OF WATER)	soːjum	5	1	0.6875
mns	RIVER	jaː	2	1	0.16666666666666669
mns	SHORE	waːta	4	2	0.5454545454545454
mns	COAST	waːta	4	2	0.5454545454545454
mns	MAINLAND	toːsam maː	8	2	0.5238095238095238
mns	SEA	sʲaːrɪsʲ	5	2	0.37499999999999994
mns	BAY	loːχ	3	1	0.5454545454545454
mns	ISLAND	tump	4	2	0.37499999999999994
mns	FLOWER	χoramɪŋ luːpta	13	2	0.7222222222222222
mns	GRASS	pum	3	1	0.5454545454545454
mns	ROOT	taːr	3	2	0.09090909090909091
mns	TREE	jiw	3	1	0.5454545454545454
mns	TREE TRUNK	taɣanətaːl	9	2	0.6153846153846154
mns	BARK	suːl	3	1	0.5454545454545454
mns	BRANCH	taɣ	3	1	0.5454545454545454
mns	LEAF	lupta	5	2	0.6875
mns	BIRCH	χaːʎ	3	2	0.09090909090909091
mns	PINE	tarɪɣ	5	1	0.6875
mns	WILLOW	tɪp	3	1	0.5454545454545454
mns	WILLOW	χas	3	1	0.5454545454545454
mns	FIR	χoːwt	4	2	0.37499999999999994
mns	HORN (ANATOMY)	aːɲt	3	2	0.09090909090909091
mns	FEATHER	pun	3	1	0.5454545454545454
mns	FUR	pun	3	1	0.5454545454545454
mns	WING	towɪl	5	1	0.6875
mns	CLAW	kos	3	1	0.5454545454545454
mns	PAW	uːjχul kaːt	9	3	0.4230769230769231
mns	TAIL	ləɣ	3	1	0.5454545454545454
mns	EGG	muːŋi	4	1	1.0
mns	NEST	piti	4	1	1.0
mns	LAIR	woːŋχa	5	2	0.6875
mns	ANIMAL	uːjχul	5	2	0.6875
mns	FLOCK (OF ANIMALS)	puːŋ aɲa	7	1	1.0
mns	COW	mis	3	1	0.5454545454545454
mns	BULL	χaːrmis	6	3	0.2857142857142857
mns	HORSE	luːw	3	1	0.5454545454545454
mns	SHEEP	paːʎa	4	2	0.5454545454545454
mns	PIG	puːrɪsʲ	5	1	0.6875
mns	DOG	amp	3	2	0.5454545454545454
mns	CAT	kati	4	1	1.0
mns	BEAR	woːrtoːlnut	9	2	0.5161290322580645
mns	BEAR	pupakʷʲe	6	1	1.0
mns	SQUIRREL	lɤːŋɪn	5	2	0.37499999999999994
mns	ELK	janɣuj	6	2	0.5238095238095238
mns	FOX	oχsar	4	2	0.6875
mns	HARE	soːwɪr	5	1	0.6875
mns	MOUSE	maːtjalnuj	9	3	0.3548387096774194
mns	WOLF	saːli purnə uːj	13	2	0.6774193548387097
mns	BIRD	towlɪŋ uːj	9	2	0.6153846153846154
mns	SWARM (OF BIRDS)	aɲa	3	1	1.8333333333333335
mns	CHICKEN	nɤː-sisʲkurek	10	2	0.5161290322580645
mns	ROOSTER	sisʲkurek	8	2	0.6153846153846154
mns	GOOSE	lunt	4	2	0.37499999999999994
mns	EAGLE	juːswoj	5	1	1.0
mns	DUCK	waːs	3	2	0.09090909090909091
mns	OWL	maːŋkʷla	6	3	0.37499999999999994
mns	CRANE	taːrɪɣ	5	2	0.37499999999999994
mns	CROW	uːrinɤːkʷa	7	1	1.4545454545454546
mns	CUCKOO	kukkuk	5	1	0.6875
mns	SWAN	χotaŋ	5	1	0.6875
mns	FISH	χul	3	1	0.5454545454545454
mns	PERCH (FISH)	sɪmri	5	2	0.6875
mns	PIKE (FISH)	sort	4	2	0.37499999999999994
mns	SNAKE	jalpɪŋ uːj	9	2	0.6153846153846154
mns	WORM	matar	5	1	0.6875
mns	SPIDER	nimsareːkʷa	8	2	0.7619047619047619
mns	ANT	χoːswoj	5	1	1.0
mns	LOUSE	taːkɪm	5	2	0.37499999999999994
mns	MOSQUITO	ʎomuj	5	1	0.6875
mns	FLY (INSECT)	sɤːriwaːrup	9	2	0.4230769230769231
mns	BUTTERFLY	laːpantɪ	7	2	0.5238095238095238
mns	BERRY	pil	3	1	0.5454545454545454
mns	APPLE	jaːbloka	7	3	0.5238095238095238
mns	MUSHROOM	laːχɪs	5	2	0.37499999999999994
mns	ONION	sajmpum	7	3	0.4230769230769231
mns	SEED	sam	3	1	0.5454545454545454
mns	GRAIN	kolas sam	9	2	0.6153846153846154
mns	HAY	toːsam pum	9	2	0.6153846153846154
mns	SKIN (OF FRUIT)	noːwim saw	9	2	0.6153846153846154
mns	PIT (POTHOLE)	woːŋχa	5	2	0.6875
mns	TRAP (PITFALL)	kerɲaʎ	6	2	0.5238095238095238
mns	TRAP (PITFALL)	alɪsʲ pormas	11	2	0.6774193548387097
mns	NOOSE	lɤːs	3	2	0.09090909090909091
mns	FOOTPRINT	ʎoːχ	3	1	0.5454545454545454
mns	FOOTPRINT	laːɣɪlpatta poːs	13	2	0.5833333333333334
mns	ASH	χuːʎum	5	1	0.6875
mns	IRON	keːr	3	2	0.09090909090909091
mns	GOLD	soːrni	5	2	0.6875
mns	SILVER	sʲaːlɣoln	7	3	0.23076923076923075
mns	COAL	lotɪχ	5	1	0.6875
mns	GLASS	kumɪska	7	2	0.7619047619047619
mns	CLAY	raːkt	4	3	0.0625
mns	SAND	sɤːj	3	2	0.09090909090909091
mns	PERSON	əlmχolas	8	3	0.6153846153846154
mns	MAN	χum	3	1	0.5454545454545454
mns	MAN	ojka	4	2	1.0
mns	WOMAN	nə	2	1	1.0
mns	WOMAN	əkʷa	3	0	11.0
mns	CHILD (YOUNG HUMAN)	ɲaːwraːm	6	4	0.047619047619047616
mns	BOY	pɪːɣrisʲ	6	3	0.2857142857142857
mns	GIRL	aːɣirisʲ	6	1	0.6875
mns	FAMILY	sʲeːmʲa	4	2	0.5454545454545454
mns	FAMILY	aːrtaʎ	5	2	0.37499999999999994
mns	GRANDFATHER	akikʷʲe	5	1	1.4545454545454546
mns	GRANDFATHER	oːpakʷʲe	5	1	1.4545454545454546
mns	GRANDMOTHER	aːkʷmɤːkʷa	6	1	1.0
mns	GRANDMOTHER	sʲasʲeːkʷa	6	1	1.0
mns	GRANDMOTHER	aɲeːkʷa	5	1	1.8333333333333335
mns	PARENTS	sʲaːɲ-aːsʲ	5	3	0.0625
mns	FATHER	aːsʲ	2	1	0.16666666666666669
mns	MOTHER	sʲaːɲ	3	2	0.09090909090909091
mns	SON	pɪɣ	3	1	0.5454545454545454
mns	DAUGHTER	aːɣi	3	1	1.0
mns	BROTHER	aːpsi	3	2	0.5454545454545454
mns	BROTHER	kaːŋk	4	3	0.0625
mns	SISTER	uwsi	3	2	1.0
mns	SISTER	ɤːsʲ	2	1	0.16666666666666669
mns	UNCLE	aki	3	1	1.8333333333333335
mns	UNCLE	kaŋk	4	2	0.37499999999999994
mns	UNCLE	sasɪɣ	5	1	0.6875
mns	AUNT	aːkʷ	2	0	1.0
mns	HUSBAND	oːjka	4	2	1.0
mns	WIFE	χoːtpa ɤːkʷa	9	2	1.0
mns	JOY	sʲaːɣt	4	3	0.0625
mns	LAUGHTER	muwiɲt	6	2	0.5238095238095238
mns	HAPPINESS	soːt	3	1	0.5454545454545454
mns	HAPPINESS	sʲuɲ	3	1	0.5454545454545454
mns	GRIEF	tɪstɪl	6	2	0.5238095238095238
mns	GRIEF	woːsʲlɪl	6	2	0.5238095238095238
mns	SPIRIT	nomt	4	2	0.37499999999999994
mns	THOUGHT	nomt	4	2	0.37499999999999994
mns	MEMORY	nomt	4	2	0.37499999999999994
mns	MIND	nomt	4	2	0.37499999999999994
mns	MEANING	nomt	4	2	0.37499999999999994
mns	REASON	nak	3	1	0.5454545454545454
mns	REASON	nar	3	1	0.5454545454545454
mns	TRUTH	wʲeːsʲkat	6	3	0.2857142857142857
mns	CONVERSATION	ʎaːχχal	5	2	0.37499999999999994
mns	FAIRY TALE	moːjt	4	2	0.37499999999999994
mns	STORY	potɪr	5	1	0.6875
mns	MESSAGE	laːtɪŋ	5	2	0.37499999999999994
mns	MESSAGE	ʎaːχχal	5	2	0.37499999999999994
mns	NEWS	jiʎpi ʎaːχχal	11	2	0.5161290322580645
mns	NAME	nam	3	1	0.5454545454545454
mns	SPEECH	suːp-nɤːlum	8	3	0.4230769230769231
mns	LANGUAGE	ɲelm	4	2	0.37499999999999994
mns	LANGUAGE	laːtɪŋ	5	2	0.37499999999999994
mns	VOICE	tursuj	5	2	0.5238095238095238
mns	WORD	laːtɪŋ	5	2	0.37499999999999994
mns	SIGN	poːs	3	1	0.5454545454545454
mns	CALL (APPEAL)	woːwil	5	1	0.6875
mns	NOISE	suj	3	1	0.5454545454545454
mns	SOUND OR NOISE	suj	3	1	0.5454545454545454
mns	TONE (MUSIC)	suj	3	1	0.5454545454545454
mns	SONG	ɤːrɪɣ	4	1	0.5454545454545454
mns	QUIET	urak	4	1	1.0
mns	QUIET	sɪtam rot	9	2	0.6153846153846154
mns	PEOPLE	maːχum	5	2	0.37499999999999994
mns	WORK (LABOUR)	ruːpata	6	1	1.0
mns	WORK (LABOUR)	waːril	5	2	0.37499999999999994
mns	GUEST	muːj χoːtpa	9	2	0.6153846153846154
mns	GIFT	muːjlupsa	7	2	0.6153846153846154
mns	GAME	jonɣil	6	2	0.5238095238095238
mns	COMPANIONSHIP	mir	3	1	0.5454545454545454
mns	FRIEND	juːrt	4	2	0.37499999999999994
mns	COUNT (QUANTITY)	saːwit	5	2	0.37499999999999994
mns	KIND (THING)	akʷsɪr	4	1	1.0
mns	PIECE	loːmtkʷ	5	2	0.37499999999999994
mns	PART	loːmt	4	2	0.37499999999999994
mns	HALF	paːl	3	2	0.09090909090909091
mns	HALF	suːp	3	1	0.5454545454545454
mns	CIRCLE	laːkʷ	3	1	0.16666666666666669
mns	CIRCLE	laːkʷap	5	1	0.5454545454545454
mns	CROSS	perna	5	2	0.6875
mns	LINE	sʲurtup	6	2	0.5238095238095238
mns	LINE	saːlum	5	2	0.37499999999999994
mns	STROKE (OF PEN)	sʲurtmil	7	3	0.4230769230769231
mns	GAP (DISTANCE)	χal	3	1	0.5454545454545454
mns	DISTANCE	χal	3	1	0.5454545454545454
mns	DISTANCE	palɪt	5	1	0.6875
mns	AREA	maː	2	1	0.16666666666666669
mns	SPACE (AVAILABLE)	moːrtɪs maː	9	2	0.4230769230769231
mns	PLACE (POSITION)	maː	2	1	0.16666666666666669
mns	SIDE	paːlə	4	2	0.5454545454545454
mns	MIDDLE	sɪm	3	1	0.5454545454545454
mns	MIDDLE	kotiʎ	5	1	0.6875
mns	ITEM	ut	2	1	1.0
mns	THING	ut	2	1	1.0
mns	FRINGE	jeːr	3	2	0.09090909090909091
mns	EDGE	jeːr	3	2	0.09090909090909091
mns	CORNER	saːm	3	2	0.09090909090909091
mns	TIP (OF OBJECT)	taʎaχ	5	1	0.6875
mns	END (OF SPACE)	oːwɪl	4	1	1.0
mns	HOLE	as	2	1	1.0
mns	PATTERN	χansa	4	2	0.6875
mns	SIZE (OF OBJECT)	janɪt	5	1	0.6875
mns	LENGTH	palɪt	5	1	0.6875
mns	HEIGHT	karsːɪt	5	1	0.6875
mns	WEIGHT	taːrwit	5	1	0.5454545454545454
mns	AMOUNT	t͡ɕisloː	5	2	0.5238095238095238
mns	AMOUNT	saːwit	5	2	0.37499999999999994
mns	HEAP	aɲa	3	1	1.8333333333333335
mns	BOAT	χaːp	3	2	0.09090909090909091
mns	PADDLE	tuːp	3	1	0.5454545454545454
mns	SLED	sun	3	1	0.5454545454545454
mns	SKI	josa	4	1	1.0
mns	CAMPFIRE	aːrasʲ	4	1	0.5454545454545454
mns	CAMPFIRE	naːj	3	2	0.09090909090909091
mns	LOAD	taːrwit	5	1	0.5454545454545454
mns	WALK (MANNER)	χottaʎ miːnɪl	11	2	0.6774193548387097
mns	STEP	uːsɪl	4	1	1.0
mns	NORTH	luːi ma	6	1	1.4545454545454546
mns	SOUTH	alɪ maː	6	1	1.0
mns	WEST	χoːtal uːntnə jeːr	15	3	0.5121951219512195
mns	EAST	χoːtal nɤːɣlɪn jeːr	16	4	0.3478260869565218
mns	WOOD	jiw	3	1	0.5454545454545454
mns	BOARD	paːrt	4	3	0.0625
mns	BOARD	sɤːmɪl paːrt	10	4	0.1935483870967742
mns	SLAB	keːr paːrt	8	5	0.038461538461538464
mns	SUPPORT (OF OBJECT)	aŋkʷal	5	1	1.0
mns	POST	pusas sɪr	9	2	0.6153846153846154
mns	STICK	jiːwoːwɪl	7	1	0.7619047619047619
mns	TUBE	tur	3	1	0.5454545454545454
mns	HOUSE	kol	3	1	0.5454545454545454
mns	HOME	kol	3	1	0.5454545454545454
mns	STOVE	kuːr	3	1	0.5454545454545454
mns	FLOOR	kolkan	6	2	0.5238095238095238
mns	TABLE	pasan	5	1	0.6875
mns	CHAIR	ulas	4	1	1.0
mns	CRADLE	aːpa	3	1	1.0
mns	BED	χujnəma	7	2	0.7619047619047619
mns	SHELF	norma	5	2	0.6875
mns	BOX	toːtap	5	1	0.6875
mns	WINDOW	iːsnas	5	2	0.6875
mns	DOOR	aːwi	3	1	1.0
mns	GATE	kaːrta aːwi	9	3	0.5238095238095238
mns	FENCE	puːsas	5	1	0.6875
mns	ROOF	kol ala	7	1	1.0
mns	LADDER	χaːŋχɪltap	9	3	0.3548387096774194
mns	BROOM	χosːup	5	1	0.6875
mns	SPADE	maːnt	4	3	0.0625
mns	SHOVEL	maːɲ maːnt	8	5	0.038461538461538464
mns	FORK	wilka	5	2	0.6875
mns	SPOON	ɲaːlɪ	4	2	0.5454545454545454
mns	KNIFE	kasaj	5	1	0.6875
mns	NAIL (TOOL)	keːrsoʎ	5	3	0.2857142857142857
mns	NAIL (TOOL)	ʎeːŋk	4	3	0.0625
mns	NET	uːsma	4	2	1.0
mns	NET	χuːlup	5	1	0.6875
mns	HOOK	ɲas	3	1	0.5454545454545454
mns	HOOK	ʎakan	5	1	0.6875
mns	HANDLE	kaːtkʷʲe	5	3	0.37499999999999994
mns	LOCK	tuman	5	1	0.6875
mns	PICTURE	χuri	4	1	1.0
mns	DOLL	aːkaɲ	4	1	0.5454545454545454
mns	POUCH	χuːrɪɣ	5	1	0.6875
mns	BUNDLE	sʲaχɪl	5	1	0.6875
mns	BAG	sumka	5	2	0.6875
mns	BUCKET	wʲeːtra	5	3	0.37499999999999994
mns	LID (COVER, CAP)	ala	3	1	1.8333333333333335
mns	DISH	aːnɪːsan	6	2	0.37499999999999994
mns	SACK	χuːrɪɣ	5	1	0.6875
mns	CUP	aːni	3	1	1.0
mns	POT	puːt	3	1	0.5454545454545454
mns	KETTLE	puːt	3	1	0.5454545454545454
mns	MEAL	tɤːpjalal	8	3	0.4230769230769231
mns	MEAL	tɤːnut	5	2	0.37499999999999994
mns	FOOD	tɤːnut	5	2	0.37499999999999994
mns	MEAT	ɲowɪʎ	5	1	0.6875
mns	MUSH	soːlamt	6	2	0.5238095238095238
mns	BREAD	ɲaɲ	3	1	0.5454545454545454
mns	SLICE	loːmt	4	2	0.37499999999999994
mns	FAT (ORGANIC SUBSTANCE)	woj	3	1	0.5454545454545454
mns	BUTTER	woːj	3	1	0.5454545454545454
mns	OIL (ORGANIC SUBSTANCE)	woːj	3	1	0.5454545454545454
mns	SALT	solwal	5	1	1.0
mns	SOUP	ismit	5	2	0.6875
mns	HONEY	maːɣ	3	2	0.09090909090909091
mns	MILK	sʲakʷit	5	1	1.0
mns	TEA	sʲaːj	3	2	0.09090909090909091
mns	LEATHER	sow	3	1	0.5454545454545454
mns	WOOL	pun	3	1	0.5454545454545454
mns	CLOTH	toːr	3	1	0.5454545454545454
mns	NEEDLE (FOR SEWING)	juːntup	6	2	0.5238095238095238
mns	THREAD	sɤːtap	5	2	0.37499999999999994
mns	BUTTON	poːχlap	6	2	0.5238095238095238
mns	KNOT	moχlɪl	6	2	0.5238095238095238
mns	PAINT (PIGMENTS)	oːʎup	4	1	1.0
mns	CLOTHES	masnut	6	2	0.5238095238095238
mns	SHIRT	sup	3	1	0.5454545454545454
mns	COLLAR	sɪpluw toːr	10	2	0.5161290322580645
mns	COLLAR	tulχ	4	2	0.37499999999999994
mns	SLEEVE	taːjt	4	3	0.0625
mns	TROUSERS	kaːsʲ	3	2	0.09090909090909091
mns	TROUSERS	jolɪsow	7	1	0.7619047619047619
mns	BELT	əntap	5	2	0.6875
mns	CAP	keːnt	4	3	0.0625
mns	SHOE	botiːnka	7	2	0.7619047619047619
mns	BOOT	soːpak	5	1	0.6875
mns	RING	tuʎa	4	1	1.0
mns	RIBBON	ʎeːnta	5	3	0.37499999999999994
mns	COMB	konsup	5	2	0.5238095238095238
mns	MIRROR	wiːʎt susnə keːr	14	3	0.39024390243902446
mns	STRAP	ɤːntap	5	2	0.37499999999999994
mns	STRING	kʷaːlɪɣ	5	1	0.5454545454545454
mns	LEASH	sʲeːrmat kʷaːlɪɣ	12	3	0.3548387096774194
mns	BLANKET	lɤːpta	5	3	0.37499999999999994
mns	PILLOW	osma χuːrɪɣ	10	2	0.8076923076923077
mns	TOWEL	wiːʎtsɤːɣnə toːr	12	5	0.39024390243902446
mns	STRENGTH	waːɣ	3	2	0.09090909090909091
mns	HEALTHY	pustaːɣɪl oːlɲe nak	17	3	0.5652173913043479
mns	DISEASE	aːɣm	3	2	0.09090909090909091
mns	PAIN	aːɣm	3	2	0.09090909090909091
mns	WOUND	ɲulmi	5	2	0.6875
mns	FEVER	isum alpi	9	2	1.0
mns	MEDICINE	tɤːrpi	5	3	0.37499999999999994
mns	BRIDGE	unsaχ	4	2	0.6875
mns	WELL	wit aːmartan woːŋχa	17	2	0.5652173913043479
mns	PATH	ʎoːχjas	6	2	0.5238095238095238
mns	PATH OR ROAD	ʎoːχ	3	1	0.5454545454545454
mns	PATH OR ROAD	ʎoːŋχ	4	2	0.37499999999999994
mns	ROAD	ʎoːŋχ	4	2	0.37499999999999994
mns	ROAD	ʎoːχ	3	1	0.5454545454545454
mns	VILLAGE	paːwɪl	5	2	0.37499999999999994
mns	TOWN	uːs	2	1	1.0
mns	LETTER	nəpak	5	1	0.6875
mns	LETTER	pisʲmo	5	2	0.6875
mns	BOOK	kniːɣa	5	2	0.6875
mns	BOOK	nəpak	5	1	0.6875
mns	CHARACTER	bukʷa	4	1	1.8333333333333335
mns	NEWSPAPER	ɣazʲeːta	6	2	0.6875
mns	LIFE	oːlupsa	5	2	1.0
mns	LIFE	not	3	1	0.5454545454545454
mns	DEATH	sorum	5	1	0.6875
mns	GRAVE	jiːw	3	1	0.5454545454545454
mns	CHURCH	jalpɪŋ kol	10	2	0.5161290322580645
mns	SIN	kant	4	2	0.37499999999999994
mns	GOD	toːrum	5	1	0.6875
mns	WORKER	ruːpitan χoːtpa	13	2	0.7222222222222222
mns	BOSS	kuːsʲaj	5	1	0.6875
mns	MASTER	maːsʲtɪr χoːtpa	12	3	0.4444444444444445
mns	PHYSICIAN	ʎeːkkar	5	2	0.37499999999999994
mns	TEACHER	χanisʲtan χum	12	2	0.5833333333333334
mns	MONEY	oln	3	2	0.5454545454545454
mns	BUSINESS	tɪnalap	7	1	0.7619047619047619
mns	SHOP	laːpka	5	3	0.37499999999999994
mns	PRICE	tɪn	3	1	0.5454545454545454
mns	WARE	pormas	6	2	0.5238095238095238
mns	BENEFIT	paːrɪs	5	2	0.37499999999999994
mns	BENEFIT	poːʎsa	4	2	0.6875
mns	WEALTH	sʲol	3	1	0.5454545454545454
mns	WEALTH	puːŋ	3	1	0.5454545454545454
mns	WORLD	toːrum-maː	7	2	0.5238095238095238
mns	COUNTRY	maː	2	1	0.16666666666666669
mns	STATE (POLITICS)	ɣosudaːrstwo	9	3	0.6153846153846154
mns	KING	χoːn	3	1	0.5454545454545454
mns	POWER	wlastʲ	5	2	0.2857142857142857
mns	BORDER	ɣranit͡sa	7	2	0.6153846153846154
mns	WAR	woːjna	5	2	0.6875
mns	ENEMY	wraːɣ	4	3	0.0625
mns	ENEMY	nurtotn χoːtpa	13	3	0.5121951219512195
mns	VIOLENCE	joːr	3	1	0.5454545454545454
mns	BOW	joːwt	4	2	0.37499999999999994
mns	ARROW	ɲaːl	3	2	0.09090909090909091
mns	GUN	pisaʎ	5	1	0.6875
mns	MISTAKE	χaːstaːl sɪril waːrnə waːrmaʎ	25	5	0.295774647887324
mns	UNTRUTH	ret	3	1	0.5454545454545454
mns	DAMAGE (INJURY)	janɪɣ ʎuːʎ	9	2	0.6153846153846154
mns	BAD LUCK	peːta	4	2	0.5454545454545454
mns	BAD LUCK	jaːrum-muːɲsʲum	10	2	0.5161290322580645
mns	FAULT	winawat	7	1	0.7619047619047619
mns	AGE	taːl janɪtə	10	3	0.6153846153846154
mns	END (OF TIME)	oːwɪl	4	1	1.0
mns	TIME	pora	4	1	1.0
mns	DAY (NOT NIGHT)	χoːtal	5	1	0.6875
mns	MORNING	aːlpɪl	5	2	0.37499999999999994
mns	MIDDAY	χoːtaljaːt	8	3	0.4230769230769231
mns	EVENING	iːtipaːla	7	2	1.0
mns	EVENING	ɤːtipaːla	7	2	0.6875
mns	NIGHT	ət	2	1	1.0
mns	WEEK	saːt	3	2	0.09090909090909091
mns	WEEK	ɲedʲeːʎa	6	2	0.6875
mns	MONTH	ɤːtpos	5	2	0.37499999999999994
mns	YEAR	taːl	3	2	0.09090909090909091
mns	SPRINGTIME	tuːja	4	1	1.0
mns	SUMMER	tuw	3	1	0.5454545454545454
mns	AUTUMN	takʷs	3	1	0.5454545454545454
mns	WINTER	taːl	3	2	0.09090909090909091
mns	JANUARY	waːt saːɣrapnal	13	5	0.26829268292682934
mns	JANUARY	janwar	5	1	1.0
mns	FEBRUARY	fewraːʎ	6	3	0.2857142857142857
